Ensembl Protein ID	Ensembl Transcript ID	Ensembl Gene ID	Associated Gene Name
ENSMUSP00000137738	ENSMUST00000180765	ENSMUSG00000037349	Nudt22
ENSMUSP00000137739	ENSMUST00000181518	ENSMUSG00000078747	Gm20878
ENSMUSP00000137740	ENSMUST00000180692	ENSMUSG00000097427	Gm6763
ENSMUSP00000137741	ENSMUST00000138142	ENSMUSG00000026333	Gin1
ENSMUSP00000137742	ENSMUST00000181634	ENSMUSG00000091779	Gm6763
ENSMUSP00000137743	ENSMUST00000181415	ENSMUSG00000097721	RPS6KB2
ENSMUSP00000137744	ENSMUST00000155216	ENSMUSG00000026567	Adcy10
ENSMUSP00000137745	ENSMUST00000181509	ENSMUSG00000071591	Gm10339
ENSMUSP00000137746	ENSMUST00000180436	ENSMUSG00000097918	Ascl5
ENSMUSP00000137747	ENSMUST00000180829	ENSMUSG00000029769	Ccdc136
ENSMUSP00000137748	ENSMUST00000136718	ENSMUSG00000049922	Slc35c1
ENSMUSP00000137749	ENSMUST00000180872	ENSMUSG00000032021	Crtam
ENSMUSP00000137750	ENSMUST00000181917	ENSMUSG00000097629	CLCF1
ENSMUSP00000137751	ENSMUST00000180646	ENSMUSG00000057132	Rpgrip1
ENSMUSP00000137752	ENSMUST00000180677	ENSMUSG00000043687	1190005I06Rik
ENSMUSP00000137753	ENSMUST00000181850	ENSMUSG00000097061	9330151L19Rik
ENSMUSP00000137754	ENSMUST00000181948	ENSMUSG00000031812	Map1lc3b
ENSMUSP00000137755	ENSMUST00000181071	ENSMUSG00000078994	Zfp429
ENSMUSP00000137756	ENSMUST00000181512	ENSMUSG00000049353	Rd3
ENSMUSP00000137758	ENSMUST00000181320	ENSMUSG00000097297	NLRP12
ENSMUSP00000137759	ENSMUST00000181741	ENSMUSG00000078926	Cdc20b
ENSMUSP00000137760	ENSMUST00000181483	ENSMUSG00000096600	Trav6d-3
ENSMUSP00000137761	ENSMUST00000181711	ENSMUSG00000097187	Gm19426
ENSMUSP00000137763	ENSMUST00000122808	ENSMUSG00000060183	Cxcl11
ENSMUSP00000137764	ENSMUST00000180998	ENSMUSG00000097829	MYADM
ENSMUSP00000137765	ENSMUST00000181324	ENSMUSG00000097866	AC132586.1
ENSMUSP00000137766	ENSMUST00000180642	ENSMUSG00000097395	AC244695.1
ENSMUSP00000137767	ENSMUST00000180417	ENSMUSG00000031819	Emc8
ENSMUSP00000137768	ENSMUST00000146338	ENSMUSG00000020910	Adprm
ENSMUSP00000137770	ENSMUST00000140020	ENSMUSG00000026142	Rhbdd1
ENSMUSP00000137771	ENSMUST00000123735	ENSMUSG00000026254	Eif4e2
ENSMUSP00000137772	ENSMUST00000151296	ENSMUSG00000026096	Osgepl1
ENSMUSP00000137773	ENSMUST00000181601	ENSMUSG00000097078	Gm26566
ENSMUSP00000137774	ENSMUST00000180464	ENSMUSG00000097185	Gm26596
ENSMUSP00000137775	ENSMUST00000181065	ENSMUSG00000097765	AC243554.1
ENSMUSP00000137776	ENSMUST00000181239	ENSMUSG00000094144	Gm21312
ENSMUSP00000137777	ENSMUST00000180619	ENSMUSG00000097778	PRAMEF8
ENSMUSP00000137778	ENSMUST00000181896	ENSMUSG00000097298	A130057D12Rik
ENSMUSP00000137779	ENSMUST00000181588	ENSMUSG00000097273	C630004M23Rik
ENSMUSP00000137780	ENSMUST00000181494	ENSMUSG00000097771	CORO1B
ENSMUSP00000137781	ENSMUST00000181652	ENSMUSG00000069385	Gm10267
ENSMUSP00000137782	ENSMUST00000027044	ENSMUSG00000025911	Adhfe1
ENSMUSP00000137783	ENSMUST00000181156	ENSMUSG00000097477	B430202K04Rik
ENSMUSP00000137784	ENSMUST00000180706	ENSMUSG00000096276	Gm2042
ENSMUSP00000137785	ENSMUST00000181333	ENSMUSG00000097919	Gm27021
ENSMUSP00000137786	ENSMUST00000181782	ENSMUSG00000097652	D830015G02Rik
ENSMUSP00000137787	ENSMUST00000181616	ENSMUSG00000097490	AC244695.2
ENSMUSP00000137788	ENSMUST00000149868	ENSMUSG00000033379	Atp6v0b
ENSMUSP00000137789	ENSMUST00000181177	ENSMUSG00000022664	Slc35a5
ENSMUSP00000137790	ENSMUST00000152318	ENSMUSG00000026027	Stradb
ENSMUSP00000137791	ENSMUST00000125906	ENSMUSG00000002342	Tmem161a
ENSMUSP00000137792	ENSMUST00000180628	ENSMUSG00000097663	AC109138.3
ENSMUSP00000137793	ENSMUST00000139200	ENSMUSG00000035172	Plekhh3
ENSMUSP00000137794	ENSMUST00000156605	ENSMUSG00000085111	Ascl4
ENSMUSP00000137795	ENSMUST00000123726	ENSMUSG00000017421	Zfp207
ENSMUSP00000137796	ENSMUST00000154045	ENSMUSG00000026307	Scly
ENSMUSP00000137797	ENSMUST00000181004	ENSMUSG00000097192	GM13043
ENSMUSP00000137798	ENSMUST00000181154	ENSMUSG00000091694	Apol11b
ENSMUSP00000137799	ENSMUST00000155903	ENSMUSG00000042208	0610010F05Rik
ENSMUSP00000137800	ENSMUST00000125612	ENSMUSG00000020059	Sycp3
ENSMUSP00000137801	ENSMUST00000160481	ENSMUSG00000039210	Gpatch2
ENSMUSP00000137802	ENSMUST00000181245	ENSMUSG00000097721	RPS6KB2
ENSMUSP00000137803	ENSMUST00000142234	ENSMUSG00000044768	D1Ertd622e
ENSMUSP00000137804	ENSMUST00000180707	ENSMUSG00000096276	Gm2042
ENSMUSP00000137805	ENSMUST00000180817	ENSMUSG00000097126	RHOX8
ENSMUSP00000137806	ENSMUST00000181567	ENSMUSG00000024728	1700025F22Rik
ENSMUSP00000137807	ENSMUST00000180711	ENSMUSG00000094468	Trav6-4
ENSMUSP00000137808	ENSMUST00000180928	ENSMUSG00000097706	E030037K01Rik
ENSMUSP00000137809	ENSMUST00000128653	ENSMUSG00000020131	Pcsk4
ENSMUSP00000137811	ENSMUST00000180448	ENSMUSG00000031822	Gse1
ENSMUSP00000137812	ENSMUST00000180536	ENSMUSG00000097333	Zfp87
ENSMUSP00000137813	ENSMUST00000180621	ENSMUSG00000097508	POLD4
ENSMUSP00000137814	ENSMUST00000181210	ENSMUSG00000096149	Trav6-5
ENSMUSP00000137815	ENSMUST00000151338	ENSMUSG00000026034	Clk1
ENSMUSP00000137816	ENSMUST00000181257	ENSMUSG00000097802	AC233742.2
ENSMUSP00000137817	ENSMUST00000130927	ENSMUSG00000025911	Adhfe1
ENSMUSP00000137818	ENSMUST00000180649	ENSMUSG00000097643	A130051J06Rik
ENSMUSP00000137819	ENSMUST00000130009	ENSMUSG00000033352	Map2k4
ENSMUSP00000137820	ENSMUST00000146220	ENSMUSG00000026239	Pde6d
ENSMUSP00000137821	ENSMUST00000180636	ENSMUSG00000022664	Slc35a5
ENSMUSP00000137822	ENSMUST00000181734	ENSMUSG00000015189	Casd1
ENSMUSP00000137823	ENSMUST00000135654	ENSMUSG00000000983	Wfdc18
ENSMUSP00000137824	ENSMUST00000181615	ENSMUSG00000090854	Gm4340
ENSMUSP00000137825	ENSMUST00000180952	ENSMUSG00000026017	Carf
ENSMUSP00000137827	ENSMUST00000175762	ENSMUSG00000022518	4930562C15Rik
ENSMUSP00000137828	ENSMUST00000150557	ENSMUSG00000060519	Tor3a
ENSMUSP00000137829	ENSMUST00000181284	ENSMUSG00000024728	1700025F22Rik
ENSMUSP00000137830	ENSMUST00000167914	ENSMUSG00000097565	Gm26965
ENSMUSP00000137831	ENSMUST00000112257	ENSMUSG00000031381	Piga
ENSMUSP00000137832	ENSMUST00000180803	ENSMUSG00000096276	Gm2042
ENSMUSP00000137833	ENSMUST00000152225	ENSMUSG00000039354	Smarcal1
ENSMUSP00000137834	ENSMUST00000134585	ENSMUSG00000018666	Cbx1
ENSMUSP00000137835	ENSMUST00000027108	ENSMUSG00000025967	Eef1b2
ENSMUSP00000137836	ENSMUST00000181221	ENSMUSG00000097449	PRKCC
ENSMUSP00000137837	ENSMUST00000180384	ENSMUSG00000032021	Crtam
ENSMUSP00000137838	ENSMUST00000180578	ENSMUSG00000097733	CABP2
ENSMUSP00000137839	ENSMUST00000180934	ENSMUSG00000093887	Gm3033
ENSMUSP00000137840	ENSMUST00000181627	ENSMUSG00000057132	Rpgrip1
ENSMUSP00000137841	ENSMUST00000129895	ENSMUSG00000035172	Plekhh3
ENSMUSP00000137842	ENSMUST00000181786	ENSMUSG00000094590	Gm10251
ENSMUSP00000137843	ENSMUST00000129921	ENSMUSG00000029267	Mtf2
ENSMUSP00000137844	ENSMUST00000181559	ENSMUSG00000097721	RPS6KB2
ENSMUSP00000137845	ENSMUST00000181665	ENSMUSG00000097692	A230060F14Rik
ENSMUSP00000137846	ENSMUST00000180570	ENSMUSG00000097573	G730003C15Rik
ENSMUSP00000137847	ENSMUST00000181243	ENSMUSG00000097319	AIP
ENSMUSP00000137848	ENSMUST00000180910	ENSMUSG00000097389	AC240971.1
ENSMUSP00000137849	ENSMUST00000181568	ENSMUSG00000078926	Cdc20b
ENSMUSP00000137850	ENSMUST00000181334	ENSMUSG00000031819	Emc8
ENSMUSP00000137851	ENSMUST00000180972	ENSMUSG00000096656	Trav12-2
ENSMUSP00000137852	ENSMUST00000133075	ENSMUSG00000005677	Nr1i3
ENSMUSP00000137853	ENSMUST00000145070	ENSMUSG00000067795	4930444P10Rik
ENSMUSP00000137854	ENSMUST00000181869	ENSMUSG00000097064	CARNS1
ENSMUSP00000137855	ENSMUST00000181624	ENSMUSG00000097778	PRAMEF8
ENSMUSP00000137856	ENSMUST00000181564	ENSMUSG00000097351	LRRC38
ENSMUSP00000137857	ENSMUST00000180393	ENSMUSG00000097821	C130032M10Rik
ENSMUSP00000137858	ENSMUST00000159748	ENSMUSG00000039210	Gpatch2
ENSMUSP00000137859	ENSMUST00000181463	ENSMUSG00000097510	AC240971.2
ENSMUSP00000137860	ENSMUST00000151016	ENSMUSG00000026005	Rpe
ENSMUSP00000137861	ENSMUST00000122993	ENSMUSG00000020232	Hmg20b
ENSMUSP00000137862	ENSMUST00000181613	ENSMUSG00000047117	Ankdd1b
ENSMUSP00000137863	ENSMUST00000180717	ENSMUSG00000095387	Trav6d-4
ENSMUSP00000137864	ENSMUST00000181138	ENSMUSG00000097865	4932427H20Rik
ENSMUSP00000137865	ENSMUST00000156644	ENSMUSG00000000290	Itgb2
ENSMUSP00000137866	ENSMUST00000181707	ENSMUSG00000095022	Gm20765
ENSMUSP00000137867	ENSMUST00000130075	ENSMUSG00000026017	Carf
ENSMUSP00000137868	ENSMUST00000181589	ENSMUSG00000097733	CABP2
ENSMUSP00000137869	ENSMUST00000180886	ENSMUSG00000057716	Tmem178b
ENSMUSP00000137870	ENSMUST00000181360	ENSMUSG00000095689	Trav12d-1
ENSMUSP00000137871	ENSMUST00000180611	ENSMUSG00000037416	Dmxl1
ENSMUSP00000137872	ENSMUST00000180552	ENSMUSG00000097153	OOG4
ENSMUSP00000137873	ENSMUST00000143591	ENSMUSG00000042197	Zfp451
ENSMUSP00000137874	ENSMUST00000181513	ENSMUSG00000097046	GM13043
ENSMUSP00000137875	ENSMUST00000181969	ENSMUSG00000053253	Ndfip2
ENSMUSP00000137876	ENSMUST00000181205	ENSMUSG00000094294	Gm20909
ENSMUSP00000137877	ENSMUST00000180687	ENSMUSG00000095426	Trav6d-5
ENSMUSP00000137878	ENSMUST00000181703	ENSMUSG00000095022	Gm20765
ENSMUSP00000137879	ENSMUST00000161984	ENSMUSG00000029510	Gpc2
ENSMUSP00000137880	ENSMUST00000180694	ENSMUSG00000097733	CABP2
ENSMUSP00000137881	ENSMUST00000142062	ENSMUSG00000025967	Eef1b2
ENSMUSP00000137882	ENSMUST00000181278	ENSMUSG00000097070	Gm26605
ENSMUSP00000137883	ENSMUST00000181768	ENSMUSG00000094828	Trav3-3
ENSMUSP00000137884	ENSMUST00000131390	ENSMUSG00000041945	Mfsd9
ENSMUSP00000137885	ENSMUST00000180566	ENSMUSG00000022518	4930562C15Rik
ENSMUSP00000137886	ENSMUST00000181477	ENSMUSG00000097492	Cacng8
ENSMUSP00000137887	ENSMUST00000149119	ENSMUSG00000026427	Eif2d
ENSMUSP00000137888	ENSMUST00000181027	ENSMUSG00000060180	Myh13
ENSMUSP00000137889	ENSMUST00000181313	ENSMUSG00000097581	Gm21936
ENSMUSP00000137890	ENSMUST00000180949	ENSMUSG00000091694	Apol11b
ENSMUSP00000137891	ENSMUST00000180614	ENSMUSG00000097778	PRAMEF8
ENSMUSP00000137892	ENSMUST00000181736	ENSMUSG00000057132	Rpgrip1
ENSMUSP00000137893	ENSMUST00000181880	ENSMUSG00000097853	Gm3532
ENSMUSP00000137894	ENSMUST00000180487	ENSMUSG00000097386	9130213A22Rik
ENSMUSP00000137895	ENSMUST00000181566	ENSMUSG00000097886	Gm12302
ENSMUSP00000137896	ENSMUST00000138024	ENSMUSG00000004768	Rab23
ENSMUSP00000137897	ENSMUST00000181699	ENSMUSG00000097179	1700016D08Rik
ENSMUSP00000137898	ENSMUST00000129179	ENSMUSG00000040594	Ranbp17
ENSMUSP00000137899	ENSMUST00000181854	ENSMUSG00000097293	D630002J18Rik
ENSMUSP00000137900	ENSMUST00000181017	ENSMUSG00000057132	Rpgrip1
ENSMUSP00000137901	ENSMUST00000181081	ENSMUSG00000097741	AC242685.1
ENSMUSP00000137902	ENSMUST00000127306	ENSMUSG00000028445	Enho
ENSMUSP00000137903	ENSMUST00000181391	ENSMUSG00000030446	Zfp273
ENSMUSP00000137904	ENSMUST00000181091	ENSMUSG00000036112	Metap2
ENSMUSP00000137905	ENSMUST00000162023	ENSMUSG00000020079	Supv3l1
ENSMUSP00000137906	ENSMUST00000180559	ENSMUSG00000097025	Gm26558
ENSMUSP00000137907	ENSMUST00000181663	ENSMUSG00000052934	Fbxo31
ENSMUSP00000137908	ENSMUST00000127921	ENSMUSG00000026135	Zfp142
ENSMUSP00000137909	ENSMUST00000180961	ENSMUSG00000097733	CABP2
ENSMUSP00000137910	ENSMUST00000160574	ENSMUSG00000029625	Cpsf4
ENSMUSP00000137911	ENSMUST00000180375	ENSMUSG00000036112	Metap2
ENSMUSP00000137912	ENSMUST00000181728	ENSMUSG00000094766	Trav7-4
ENSMUSP00000137913	ENSMUST00000143701	ENSMUSG00000040649	Rimklb
ENSMUSP00000137914	ENSMUST00000181798	ENSMUSG00000097096	PITPNM1
ENSMUSP00000137915	ENSMUST00000181117	ENSMUSG00000078926	Cdc20b
ENSMUSP00000137916	ENSMUST00000181261	ENSMUSG00000097328	Tnfsf12
ENSMUSP00000137917	ENSMUST00000181314	ENSMUSG00000097778	PRAMEF8
ENSMUSP00000137918	ENSMUST00000048223	ENSMUSG00000035027	Map2k2
ENSMUSP00000137919	ENSMUST00000180380	ENSMUSG00000094562	Trav13-4-dv7
ENSMUSP00000137920	ENSMUST00000181745	ENSMUSG00000096930	Gm26657
ENSMUSP00000137921	ENSMUST00000181479	ENSMUSG00000096963	B230364G03Rik
ENSMUSP00000137922	ENSMUST00000181023	ENSMUSG00000037857	Nufip2
ENSMUSP00000137923	ENSMUST00000181455	ENSMUSG00000097449	PRKCC
ENSMUSP00000137924	ENSMUST00000143463	ENSMUSG00000004707	Ly9
ENSMUSP00000137925	ENSMUST00000162774	ENSMUSG00000033210	Slc9c1
ENSMUSP00000137926	ENSMUST00000181860	ENSMUSG00000027556	Car1
ENSMUSP00000137927	ENSMUST00000168435	ENSMUSG00000035713	Usp35
ENSMUSP00000137928	ENSMUST00000181892	ENSMUSG00000095432	Zfp748
ENSMUSP00000137929	ENSMUST00000180568	ENSMUSG00000097550	Gm21304
ENSMUSP00000137930	ENSMUST00000181179	ENSMUSG00000097878	Gm8764
ENSMUSP00000137931	ENSMUST00000180572	ENSMUSG00000041936	Agrn
ENSMUSP00000137932	ENSMUST00000181836	ENSMUSG00000031819	Emc8
ENSMUSP00000137933	ENSMUST00000181283	ENSMUSG00000037926	Ssh2
ENSMUSP00000137934	ENSMUST00000181868	ENSMUSG00000071633	Gm4952
ENSMUSP00000137935	ENSMUST00000159813	ENSMUSG00000001844	Zdhhc4
ENSMUSP00000137936	ENSMUST00000181319	ENSMUSG00000090659	Zfp493
ENSMUSP00000137937	ENSMUST00000181750	ENSMUSG00000022664	Slc35a5
ENSMUSP00000137938	ENSMUST00000181545	ENSMUSG00000096923	A730071L15Rik
ENSMUSP00000137939	ENSMUST00000097470	ENSMUSG00000073494	Sh2d1b2
ENSMUSP00000137940	ENSMUST00000138847	ENSMUSG00000024099	Ndufv2
ENSMUSP00000137941	ENSMUST00000142920	ENSMUSG00000026005	Rpe
ENSMUSP00000137942	ENSMUST00000132055	ENSMUSG00000025978	Rftn2
ENSMUSP00000137943	ENSMUST00000181669	ENSMUSG00000097916	AU018091
ENSMUSP00000137944	ENSMUST00000125563	ENSMUSG00000079465	Col4a3
ENSMUSP00000137945	ENSMUST00000147845	ENSMUSG00000033379	Atp6v0b
ENSMUSP00000137946	ENSMUST00000180648	ENSMUSG00000053219	Raet1e
ENSMUSP00000137947	ENSMUST00000180887	ENSMUSG00000034780	B3galt1
ENSMUSP00000137948	ENSMUST00000123409	ENSMUSG00000026504	Sdccag8
ENSMUSP00000137949	ENSMUST00000181748	ENSMUSG00000095071	AF067061
ENSMUSP00000137950	ENSMUST00000181080	ENSMUSG00000097687	CABP4
ENSMUSP00000137951	ENSMUST00000180710	ENSMUSG00000097132	PTPRCAP
ENSMUSP00000137952	ENSMUST00000123926	ENSMUSG00000057969	Sema3b
ENSMUSP00000137953	ENSMUST00000180580	ENSMUSG00000069206	Zfp874a
ENSMUSP00000137954	ENSMUST00000178962	ENSMUSG00000096024	Gm17174
ENSMUSP00000137955	ENSMUST00000140301	ENSMUSG00000033352	Map2k4
ENSMUSP00000137956	ENSMUST00000143674	ENSMUSG00000026239	Pde6d
ENSMUSP00000137957	ENSMUST00000181287	ENSMUSG00000097427	Gm6763
ENSMUSP00000137958	ENSMUST00000180660	ENSMUSG00000097096	PITPNM1
ENSMUSP00000137959	ENSMUST00000148550	ENSMUSG00000026567	Adcy10
ENSMUSP00000137960	ENSMUST00000181945	ENSMUSG00000020216	Jsrp1
ENSMUSP00000137961	ENSMUST00000180889	ENSMUSG00000094144	Gm21312
ENSMUSP00000137963	ENSMUST00000143405	ENSMUSG00000005674	Tomm40l
ENSMUSP00000137964	ENSMUST00000180549	ENSMUSG00000094220	Trav6-3
ENSMUSP00000137965	ENSMUST00000077820	ENSMUSG00000060183	Cxcl11
ENSMUSP00000137966	ENSMUST00000181763	ENSMUSG00000097856	BC080695
ENSMUSP00000137967	ENSMUST00000181628	ENSMUSG00000079263	Gm6614
ENSMUSP00000137968	ENSMUST00000180678	ENSMUSG00000024728	1700025F22Rik
ENSMUSP00000137969	ENSMUST00000181754	ENSMUSG00000096951	PDPN
ENSMUSP00000137970	ENSMUST00000181950	ENSMUSG00000031819	Emc8
ENSMUSP00000137971	ENSMUST00000075916	ENSMUSG00000029587	Zfp12
ENSMUSP00000137972	ENSMUST00000181810	ENSMUSG00000097328	Tnfsf12
ENSMUSP00000137973	ENSMUST00000180587	ENSMUSG00000097328	Tnfsf12
ENSMUSP00000137974	ENSMUST00000180893	ENSMUSG00000097306	RHOX5
ENSMUSP00000137975	ENSMUST00000181661	ENSMUSG00000052730	Gm5111
ENSMUSP00000137976	ENSMUST00000181329	ENSMUSG00000097909	RAD9A
ENSMUSP00000137977	ENSMUST00000144576	ENSMUSG00000062963	Ufc1
ENSMUSP00000137978	ENSMUST00000181359	ENSMUSG00000097212	D030062O11Rik
ENSMUSP00000137979	ENSMUST00000181379	ENSMUSG00000037210	Fam193a
ENSMUSP00000137980	ENSMUST00000181228	ENSMUSG00000097708	TBC1D10C
ENSMUSP00000137981	ENSMUST00000180883	ENSMUSG00000096933	1700051O22Rik
ENSMUSP00000137983	ENSMUST00000180976	ENSMUSG00000097570	AC244695.3
ENSMUSP00000137984	ENSMUST00000181036	ENSMUSG00000090854	Gm4340
ENSMUSP00000137985	ENSMUST00000181971	ENSMUSG00000078671	Chd2
ENSMUSP00000137986	ENSMUST00000181721	ENSMUSG00000037991	Rmi2
ENSMUSP00000137987	ENSMUST00000180773	ENSMUSG00000097112	Gm26727
ENSMUSP00000137988	ENSMUST00000181394	ENSMUSG00000096276	Gm2042
ENSMUSP00000137989	ENSMUST00000181579	ENSMUSG00000028797	Tmem234
ENSMUSP00000137990	ENSMUST00000181110	ENSMUSG00000097129	4930507D05Rik
ENSMUSP00000137991	ENSMUST00000180513	ENSMUSG00000057132	Rpgrip1
ENSMUSP00000137992	ENSMUST00000139143	ENSMUSG00000042197	Zfp451
ENSMUSP00000137993	ENSMUST00000181174	ENSMUSG00000097405	D630044L22Rik
ENSMUSP00000137994	ENSMUST00000135614	ENSMUSG00000026096	Osgepl1
ENSMUSP00000137996	ENSMUST00000181521	ENSMUSG00000031812	Map1lc3b
ENSMUSP00000137997	ENSMUST00000180575	ENSMUSG00000096994	PPP1CA
ENSMUSP00000137998	ENSMUST00000180938	ENSMUSG00000076863	Trav21-dv12
ENSMUSP00000137999	ENSMUST00000145772	ENSMUSG00000017677	Wsb1
ENSMUSP00000138000	ENSMUST00000181904	ENSMUSG00000044365	Cxxc4
ENSMUSP00000138001	ENSMUST00000181143	ENSMUSG00000097871	B230104I21Rik
ENSMUSP00000138002	ENSMUST00000139649	ENSMUSG00000051344	Plekhm3
ENSMUSP00000138003	ENSMUST00000181375	ENSMUSG00000097394	TMEM134
ENSMUSP00000138004	ENSMUST00000180859	ENSMUSG00000094212	Trav14-3
ENSMUSP00000138005	ENSMUST00000181019	ENSMUSG00000097880	PRAMEL1
ENSMUSP00000138006	ENSMUST00000180840	ENSMUSG00000036112	Metap2
ENSMUSP00000138007	ENSMUST00000181166	ENSMUSG00000097878	Gm8764
ENSMUSP00000138008	ENSMUST00000181541	ENSMUSG00000094084	Tdpoz1
ENSMUSP00000138009	ENSMUST00000181467	ENSMUSG00000091694	Apol11b
ENSMUSP00000138010	ENSMUST00000181001	ENSMUSG00000054310	Obox1
ENSMUSP00000138011	ENSMUST00000181573	ENSMUSG00000097333	Zfp87
ENSMUSP00000138012	ENSMUST00000181347	ENSMUSG00000096276	Gm2042
ENSMUSP00000138013	ENSMUST00000181010	ENSMUSG00000097808	GSTP2
ENSMUSP00000138014	ENSMUST00000132118	ENSMUSG00000026385	Dbi
ENSMUSP00000138015	ENSMUST00000180746	ENSMUSG00000094328	Gm9125
ENSMUSP00000138016	ENSMUST00000181761	ENSMUSG00000047117	Ankdd1b
ENSMUSP00000138017	ENSMUST00000147656	ENSMUSG00000002342	Tmem161a
ENSMUSP00000138018	ENSMUST00000180674	ENSMUSG00000097678	B230377A18Rik
ENSMUSP00000138019	ENSMUST00000181586	ENSMUSG00000031818	Cox4i1
ENSMUSP00000138020	ENSMUST00000181163	ENSMUSG00000093848	Gm20865
ENSMUSP00000138021	ENSMUST00000180606	ENSMUSG00000097528	AC233742.1
ENSMUSP00000138022	ENSMUST00000181645	ENSMUSG00000053219	Raet1e
ENSMUSP00000138023	ENSMUST00000180459	ENSMUSG00000097810	G730046D07Rik
ENSMUSP00000138024	ENSMUST00000181061	ENSMUSG00000097319	AIP
ENSMUSP00000138025	ENSMUST00000180792	ENSMUSG00000071669	Snx29
ENSMUSP00000138026	ENSMUST00000181025	ENSMUSG00000097169	Gm26661
ENSMUSP00000138027	ENSMUST00000181401	ENSMUSG00000057132	Rpgrip1
ENSMUSP00000138028	ENSMUST00000181779	ENSMUSG00000096218	Gm2916
ENSMUSP00000138029	ENSMUST00000181806	ENSMUSG00000097485	CDK2AP2
ENSMUSP00000138030	ENSMUST00000180994	ENSMUSG00000097696	Speer4d
ENSMUSP00000138031	ENSMUST00000153115	ENSMUSG00000044768	D1Ertd622e
ENSMUSP00000138032	ENSMUST00000180716	ENSMUSG00000033075	Senp1
ENSMUSP00000138033	ENSMUST00000172854	ENSMUSG00000043807	Ly6g5b
ENSMUSP00000138034	ENSMUST00000180541	ENSMUSG00000097198	9330159N05Rik
ENSMUSP00000138035	ENSMUST00000181088	ENSMUSG00000095893	Olfr884
ENSMUSP00000138036	ENSMUST00000123301	ENSMUSG00000026027	Stradb
ENSMUSP00000138037	ENSMUST00000180925	ENSMUSG00000097629	CLCF1
ENSMUSP00000138038	ENSMUST00000181244	ENSMUSG00000074785	Plxnc1
ENSMUSP00000138039	ENSMUST00000162360	ENSMUSG00000038690	Atp5j2
ENSMUSP00000138040	ENSMUST00000135140	ENSMUSG00000026171	Rnf25
ENSMUSP00000138041	ENSMUST00000181603	ENSMUSG00000094578	Gm3187
ENSMUSP00000138042	ENSMUST00000151630	ENSMUSG00000041040	Fam117b
ENSMUSP00000138043	ENSMUST00000180664	ENSMUSG00000091779	Gm6763
ENSMUSP00000138044	ENSMUST00000150957	ENSMUSG00000097487	Ptges3l
ENSMUSP00000138045	ENSMUST00000180884	ENSMUSG00000078532	Nkain1
ENSMUSP00000138046	ENSMUST00000131464	ENSMUSG00000026312	Cdh7
ENSMUSP00000138047	ENSMUST00000181300	ENSMUSG00000096276	Gm2042
ENSMUSP00000138048	ENSMUST00000181357	ENSMUSG00000096989	SSTY2
ENSMUSP00000138049	ENSMUST00000180463	ENSMUSG00000049353	Rd3
ENSMUSP00000138050	ENSMUST00000181470	ENSMUSG00000036112	Metap2
ENSMUSP00000138051	ENSMUST00000181431	ENSMUSG00000097270	RP23-202F23.4
ENSMUSP00000138052	ENSMUST00000181339	ENSMUSG00000030898	Cckbr
ENSMUSP00000138053	ENSMUST00000181847	ENSMUSG00000031818	Cox4i1
ENSMUSP00000138054	ENSMUST00000180627	ENSMUSG00000096949	Gm26897
ENSMUSP00000138055	ENSMUST00000181916	ENSMUSG00000097200	RHOX6
ENSMUSP00000138056	ENSMUST00000180657	ENSMUSG00000033075	Senp1
ENSMUSP00000138057	ENSMUST00000133131	ENSMUSG00000020708	Psmc5
ENSMUSP00000138058	ENSMUST00000143486	ENSMUSG00000026708	Cenpl
ENSMUSP00000138059	ENSMUST00000180665	ENSMUSG00000097436	RHOX9
ENSMUSP00000138060	ENSMUST00000180702	ENSMUSG00000097153	OOG4
ENSMUSP00000138061	ENSMUST00000151874	ENSMUSG00000026427	Eif2d
ENSMUSP00000138062	ENSMUST00000180620	ENSMUSG00000097771	CORO1B
ENSMUSP00000138063	ENSMUST00000181795	ENSMUSG00000031818	Cox4i1
ENSMUSP00000138064	ENSMUST00000181659	ENSMUSG00000097600	Rhox7
ENSMUSP00000138065	ENSMUST00000180916	ENSMUSG00000097894	CACNG6
ENSMUSP00000138066	ENSMUST00000180971	ENSMUSG00000097100	9230104M06Rik
ENSMUSP00000138067	ENSMUST00000180788	ENSMUSG00000095797	Gm8246
ENSMUSP00000138068	ENSMUST00000181111	ENSMUSG00000031819	Emc8
ENSMUSP00000138069	ENSMUST00000181050	ENSMUSG00000097845	A230020J21Rik
ENSMUSP00000138070	ENSMUST00000124501	ENSMUSG00000009628	Tex15
ENSMUSP00000138071	ENSMUST00000180956	ENSMUSG00000097485	CDK2AP2
ENSMUSP00000138072	ENSMUST00000078878	ENSMUSG00000058267	Mrps14
ENSMUSP00000138073	ENSMUST00000180480	ENSMUSG00000097830	GSTP1
ENSMUSP00000138074	ENSMUST00000181549	ENSMUSG00000095650	Gm20854
ENSMUSP00000138075	ENSMUST00000181450	ENSMUSG00000097620	4921514A10Rik
ENSMUSP00000138076	ENSMUST00000134625	ENSMUSG00000022667	Cd200r1
ENSMUSP00000138077	ENSMUST00000151911	ENSMUSG00000031381	Piga
ENSMUSP00000138078	ENSMUST00000180858	ENSMUSG00000097421	D630011A20Rik
ENSMUSP00000138079	ENSMUST00000181932	ENSMUSG00000097509	B230322F03Rik
ENSMUSP00000138080	ENSMUST00000181970	ENSMUSG00000097490	AC244695.2
